protocol_number,speaker,text
1,ש' ברובנדר,מה זה סעיף 52(ה)? ורדי: זה הסעיף הזה.
1,ש' ברובנדר,"נסביר את זה, כשנכנס באופן פרטני בחוק. [מקרין לפרוטוקול.] שקף מס' ,3 שכותרתו: עקרון הר י ש ו < של חברת החשמל. ראה נספח - עקרון הרישוי על פי החוק הזה, לחברת חשמל אשכול רשיונות."
1,ד' תיכון,אמרת: צ'מנסקי.
1,ש' ברובנדר,"- בזמנו ועדת ורדי המל י צה על וערת כל ורד, וצוות צי מנסקי הם שני גופים נפרדים. בזמנו ועדת ורדי המליצה, כאחת ההמלצות העיקריות שלה, על מתן אשכול רשיונות. במלים אחרות, כל פעולה, כל אתר, הוא רשיון נפרד. צריך שיהיה ברור, שהרשיונות האלה הם רשיונות פונקציה, ' הוועדה המשותפת לחוק משק החשמל 08/02/96 . 11 לא קצובים בזמן גם על זה היה ויכוח גדול מאד האם רשיון צריך להיות קצוב או לא. ההחלטה היא: רשיונות לא קצובים. כלומר, אתה מקבל רשיון, אתה ממלא את תנאי הרשיון הרשיון קיים עד אותו רגע שמחליטים או לבטלו או להתלותו."
1,ד' ליפשיץ,"זו רק אחת האפשרויות. לפי החוק, ישנה הסמכה לרשיון קצוב בזמן וחרשיון שלא קצוב בזמן."
1,ש' ברובנדר,"עם אני מדבר על ועדת ורדי חלק גדול מהויכוח שהיה בתהליך החקיקה היה האס לתת אשכול רשיונות, כפי שהממליצים של הוועדה רצו, או לקבל רשיון אחוד כפי שדרשה חברת חשמל. לתפישתנו רשיון אחוד היה העברת הזכיון לרשיון. הפשרה שהתגבשה היא כדקלמן: תחילת החוק, תקבל חברת החשמל רשיון אחוד לעשר שנים לכל הפעילויות, וזוהי המעטפת שעוטפת את החיצים שכל אחד מהם הוא רשיון נפרד. במלים אחרות, עם חקיקת החוק ו אם נוכל לעמוד בלוח הזמנים, חברת חשמל מקבלת מיד שני סוגי רשיונות: היא מקבלת רשיון אחוד לעשר שנים, שהוא מין שרוול שממנ ו ר ר צאים הרשיונות הבודד ים, מקבלת גס צר ךר רשיונות בודדים לפי אתר, לפי פונקציה ולפי פעילות שהחברה והיא המקבלת."
1,ד' תיכון,איזו פשרה? על מה אתה מדבר? האם הפשרה היא לקבל את דעת חברת החשמל לעשר שנים?
1,ש' ברובנדר,"שת י חבר-הכנסת דן תיכון, אני לא רוצה לנהל ויכוח. אני אומר, שכאן ישנה פשרה בין גישות: הגישה שאמרה רשיון אחוד וצרור רשיונות או אשכול רשיונות."
1,"ג' גל - היו""ר","אציע לך נוסח טוב יותר. תג יד, שזה מה שנבחר בין החלופות השונות. מדוע לעסוק כאן בפשרות? לך"
1,ש' ברובנדר,זה מה שהתקבל וזה מה שכתוב בחוק. ורדי: זה מה שכתוב בהצעת החוק. ש ! ברובנדר: בהצעת החוק. בשבילי הצעת החוק וחוק הם היינו הך כרגע. ורדי: אני שומר על כבוד הכנסת.
1,ש' ברובנדר,"יוסי ורדי, שמור על כבודי. הוועדה המשותפת לחוק משק החשמל 08/02/96 - - 12 [מקרין לפרוטוקול.] שקף מס' 4, שכותרתו: - מבנה משק החשמל מצב קיים ועתידי. ראה נספח • המבנה המצב - ' גנרציה כלומר מהר למעשה, השינוי שהחוק מציע? אם תראו את המלבן מצד ימין, בשקף, הר > ש הן בזכיון. כל הפונקציות של חברת חשמל ביצור, הולכה וחלוקה אגודות בזכרון אחד, ואין שום הפרדה. למעשה, זה היה הרשיון האחוד, שכל הפונקציות נמצאות בו. ברשיון, בעשר השנים הראשונות, הוא ממש תרגום מדוייק של מה שדיברנו: אשכול רשיו נות 2, G1, G3 ו-G4, שהם גנרציה באתר חדרה, גנרציה באתר חי פה, באתר רוטנברג, גנרציה טורבינת גז ובכל שאר אתרי היצור של חברת החשמל, עשרים וכמה אתרים. הרובריקה הפנימית עוסקת ב-TRANSMISSION, כש י ש רק אחד רש י ןן להולכה. הדבר שמ ו סכס על כולם, הוא שהולכה היא המונופול הטבעי. מה שלא יהיה המבנה, הולכה תמיד תהיה במונופול טבעי היחידי, ,"
1,א' פורז,"אבל מה קורה אם זה, למשל, בתוך אזור תעשיה?"
1,ש' ברובנדר,"זה לא בתוך אזור. כרגע, מדברים על הולכה ברשת ארצית."
1,א' פורז,זה לא טבעי לגמר<
1,ש' ברובנדר,"נגיע גם לענין של אזור תעשיה. ה-D1 וה-D2 הם אזורי החלוקה. אלה הם המונופולים האזוריים, היום, לפי מערך חשמל י ש נס ארבעה אזורי חלוקה: ירושלים, דן, צפון ודרום. יכול להיות, החשמל חברת שבעתיד יהיו עשרה. בינתיים, חברת חשמל מקבלת את זה, וכמו שאמרתי גם חברת מזרח רו של ים צר י כה לקבל רשיון לחלוקה, מפני שהיא עדיין נשלטת על פי החוק הישראלי התוספת המשמעותית של ה-IPP שזו הוספה של י צר נ י ם פרטי ים לתוך מערך החשמל, - אם אתם לוקחים את חבילת השוקולד הזו שנקראת: ""מצב ברשיון לעשר שנים"" ומפרקים אותה, על-פי ההצעה מרחיקת הלכת של כל אלה שמדברים על הרפורמה המלאה בלי לדבר על משך הזמן שלוקח להגיע לרפורמה המלאה ובלי להחליט אם היא נכונה או לא נכונה או האם צריך זאת או לא, ואני אומר זאת רק כצילום תמונה אזי הרפורמה המלאה אומרת שכל יחידה היא יחידה עצמאית, שמוכרת לרשת והרשת מוכרת ליצרנים פרטיים או שכל אחד יכול לעקוף את הרשת ולמכור ישירות מיצרן לצרכן סופי. זה, פחות או יותר, נ ן סח הרפורמה שהיום מתנהלת באנגליה. - אלה שלושת הדברים, שהם ספצ י פ י י ם לחוק רציתי להציג. - [מקרין שקף מס' 5, שכותרתו: שלב הביניים משק החשמל בשנת 1996. לפרוטוקול.] - ואותם ראה נספח בנוסף להבדלים, אתן קצת חומר נילווה, בואו ונראה מה היו התיאורים של צו ות צ'מנסקי. כשמר צ'מנסקי גמר את העבודה והניח את הדו""ח שלו על שולחן אלה שמינו הוא הציג את המבנה שאני הצגתי אותו בצורה הקודמת, במלים אחרות, היום, חשמל היא חברה אחודה כשכל הפונקציות האלה נמצאות בתוך הרשיון ומוסיפים לה אותו חברת הוועדה המשותפת לחוק משק החשמל 08/02/96 יצרנים פרטיים. - 13 [מקרין שקף מס' 6, שכותרתו: מבנה היעד משק החשמל בשנות ה-2000. ראה נספח לפרוטוקול.] החזון לטווח ארוך של צוות צ'מנסקי זה מה שנמצא בשקף הזה, אם כי שימו לב שאין כאן תאריכים. ההמלצה של צוות צ'מנסקי: יצרנים פרטיים, לפרק את הנושא של הרשיונות ליצור לרשיונות בודדים, נושא תחנות חצר שזה מה שלמעשה חבר-הכנסת פורז דיבר עליו וכן להעביר את ההולכה כיחידה נפרדת. לגבי הנושא של חברת אחזקות ומבנה חברת חשמל, היו לנו ויכוחים ממושכים מאד גם במסגרת וערת ורדי י רשב כאן בני שרון, שהיה הכהן הגדול של חברת אחזקות בחברת חשמל. עדיין אין החלטה על נושא חברת אחזקות לגבי חברת חשמל, ולכן זהו נושא שאפשר לפתוח אותו לדיון או לא. בינתיים, במסגרת הדיונים, גם המלצנו, שחברת חשמל, לפני שתלך למבנה של חברת אחזקות, רצוי שהיא תעבור לנושא של מרכזי רווח. ברצוני להציג לכם כאן שני שקפים, לגבי זה שחברת חשמל כבר מתארגנת לשנה שניה בנר שא של מרכ ז י ותראו את הדמיון בין הנושא של מרכזי רווח לבין הנושא של המבנה העתידי של רווח, חברת חשמל. [מקרין שקף מס' 7, שכותרתו: שרשרת החשמל, - ראה נספח לפרוטוקול.]"
1,"ג' גל - היו""ר","שלמה ברובנדר, מהו מרכיב מערכת היצור בעלות ובהוצאות?"
1,ש' ברובנדר,של החשמל?
1,"ג' גל - היו""ר",' איזה אחוז זה? ש' ברובנדר: זה עדיין החלק העיקרי.
1,א' שלגי,"תכנית הפיתוח, שמונה שנים קדימה שליש זה יצור ושני של ישים שלמה ברובנדר אחרים זה השנאה והדברים הנוספים."
1,ש' ברובנדר,"- אתן לך את התשובה הכי פשוטה. היום, בשביל כל דולר השקעה ביצור אתה צריך דולר השקעה בהולכה וחלוקה, זה כמעט 50%."
1,"ג' גל - היו""ר","זה בהשקעות. איך זה בהוצאות? ש ' ברובנדר: בהוצאות התפעול, ברור שהרוב הולך ליצור, מכיון שההוצאה המרכזית היא בדלקים. דלקים לבד הם שליש. הוועדה המשותפת לחוק משק החשמל 08/02/96 קריאה: .75%"
1,ש' ברובנדר,"- 14- הרווח - - אותו חברת חשמל התארגנה לנושא של מרכזי רווח. היא בונה את החברה על עקרון בדי וק, שאמרנו: הפרדה בין מרכזי יצור לבין מרכזים של הולכה ומחוזות, כאשר היום בכל המערכת הפנימית מנהלים היום הנהלת חשבונות של קניה ומכירה ולראות האס מרכ ז ואינני קורא לזה ""מרכז הרווח"". שכן אלה מרכזי עלות הוא במאזן חיובי או של ילי בעיסקאות שלו . המטרה המרכזית של הדבר הזה היא, כמובן, להשיג את השקיפות של הפעולות שקורות היום בתוך חברת חשמל: לדעת מי מרוים ומי מפס י ד ישנן בעיות כאלה או אחרות בתוך החברה וגם כצעד שאם מחר בבוקר תתקבל החלטה לשינוי במאזן . מבני בחברת חשמל יהיה גם בסיס עליו יהיה אפשר להפעיל את שינוי המבנה. [מקרין שקף מס' 8, שכותרתו: מסקנות שלב 1. - ראה נספח לפרוטוקול.] יש כאן עוד שקף אחד מתוך השקפים של הדו""ח היפה של מרכזי רווח."
